seq_name,nu,UniProt_ID,N,Features,N_Domain,Descriptions,Other_Descriptions,fdomain,Short_Descriptions,Other_Short_Descriptions,All_Short
P24821_1_306,0.541,P24821,306,Domain,132.0,"EGF-like 1; incomplete, EGF-like 2, EGF-like 3, EGF-like 4, EGF-like 5",,0.4313725490196078,EGF-like,,EGF-like
P24821_1146_1186,0.574,P24821,41,Domain,38.0,"Fibronectin type-III 6, Fibronectin type-III 7",,0.926829268292683,Fibronectin,,Fibronectin
P24864_1_104,0.526,P24864,104,,0.0,,,0.0,,,
P24928_1481_1970,0.497,P24928,490,,0.0,,,0.0,,,
P24928_153_186,0.566,P24928,34,,0.0,,,0.0,,,
P25021_307_359,0.547,P25021,53,,0.0,,,0.0,,,
P25024_1_36,0.593,P25024,36,,0.0,,,0.0,,,
P25025_1_42,0.592,P25025,42,,0.0,,,0.0,,,
P25054_236_324,0.548,P25054,89,,0.0,,,0.0,,,
P25054_2425_2843,0.526,P25054,419,,0.0,,,0.0,,,
P25054_55_134,0.493,P25054,80,,0.0,,,0.0,,,
P25054_2006_2424,0.509,P25054,419,,0.0,,,0.0,,,
P25054_1586_2005,0.516,P25054,420,,0.0,,,0.0,,,
P25054_1166_1585,0.56,P25054,420,,0.0,,,0.0,,,
P25054_746_1165,0.497,P25054,420,,0.0,,,0.0,,,
P25063_1_80,0.521,P25063,80,,0.0,,,0.0,,,
P25067_1_288,0.524,P25067,288,,0.0,,,0.0,,,
P25067_289_576,0.532,P25067,288,,0.0,,,0.0,,,
P25089_313_353,0.582,P25089,41,,0.0,,,0.0,,,
P25090_316_351,0.594,P25090,36,,0.0,,,0.0,,,
P25092_440_513,0.523,P25092,74,Domain,24.0,Protein kinase,,0.3243243243243243,Protein kinase,,Protein kinase
P25092_1_40,0.539,P25092,40,,0.0,,,0.0,,,
P25092_1023_1073,0.512,P25092,51,,0.0,,,0.0,,,
P25100_289_337,0.57,P25100,49,,0.0,,,0.0,,,
P25100_420_572,0.409,P25100,153,,0.0,,,0.0,,,
P25100_1_93,0.555,P25100,93,,0.0,,,0.0,,,
P25101_1_76,0.525,P25101,76,,0.0,,,0.0,,,
P25101_381_427,0.538,P25101,47,,0.0,,,0.0,,,
P25103_325_407,0.552,P25103,83,,0.0,,,0.0,,,
P25105_311_342,0.562,P25105,32,,0.0,,,0.0,,,
P25106_1_34,0.58,P25106,34,,0.0,,,0.0,,,
P25116_1_94,0.502,P25116,94,,0.0,,,0.0,,,
P25116_380_425,0.551,P25116,46,,0.0,,,0.0,,,
P25189_198_248,0.588,P25189,51,,0.0,,,0.0,,,
P25205_648_808,0.516,P25205,161,,0.0,,,0.0,,,
P25205_502_561,0.515,P25205,60,,0.0,,,0.0,,,
P25208_1_52,0.585,P25208,52,,0.0,,,0.0,,,
P25208_146_207,0.557,P25208,62,,0.0,,,0.0,,,
P25391_1553_1830,0.544,P25391,278,,0.0,,,0.0,,,
P25391_2667_2708,0.593,P25391,42,,0.0,,,0.0,,,
P25391_1831_2107,0.505,P25391,277,,0.0,,,0.0,,,
P25440_1_63,0.55,P25440,63,,0.0,,,0.0,,,
P25440_709_801,0.512,P25440,93,,0.0,,,0.0,,,
P25440_456_640,0.386,P25440,185,,0.0,,,0.0,,,
P25440_187_344,0.547,P25440,158,,0.0,,,0.0,,,
P25445_1_56,0.548,P25445,56,,0.0,,,0.0,,,
P25445_194_229,0.536,P25445,36,,0.0,,,0.0,,,
P25490_1_290,0.458,P25490,290,,0.0,,,0.0,,,
P25685_66_157,0.504,P25685,92,,0.0,,,0.0,,,
P25686_68_166,0.499,P25686,99,,0.0,,,0.0,,,
P25686_219_324,0.516,P25686,106,,0.0,,,0.0,,,
P25705_1_62,0.538,P25705,62,,0.0,,,0.0,,,
P25713_1_68,0.567,P25713,68,,0.0,,,0.0,,,
P25874_1_134,0.547,P25874,134,,0.0,,,0.0,,,
P25929_328_384,0.546,P25929,57,,0.0,,,0.0,,,
P25929_1_33,0.567,P25929,33,,0.0,,,0.0,,,
P25940_219_651,0.486,P25940,433,,0.0,,,0.0,,,
P25940_1085_1516,0.533,P25940,432,,0.0,,,0.0,,,
P25940_1_41,0.554,P25940,41,,0.0,,,0.0,,,
P25940_652_1084,0.527,P25940,433,,0.0,,,0.0,,,
P25942_218_277,0.556,P25942,60,,0.0,,,0.0,,,
P25963_1_48,0.566,P25963,48,,0.0,,,0.0,,,
P25963_282_317,0.618,P25963,36,,0.0,,,0.0,,,
P26006_853_904,0.553,P26006,52,,0.0,,,0.0,,,
P26006_1021_1051,0.481,P26006,31,,0.0,,,0.0,,,
P26006_1_35,0.554,P26006,35,,0.0,,,0.0,,,
P26010_767_798,0.544,P26010,32,,0.0,,,0.0,,,
P26010_1_50,0.556,P26010,50,,0.0,,,0.0,,,
P26012_632_769,0.511,P26012,138,,0.0,,,0.0,,,
P26012_1_54,0.543,P26012,54,,0.0,,,0.0,,,
P26012_466_515,0.556,P26012,50,,0.0,,,0.0,,,
P26022_1_131,0.523,P26022,131,,0.0,,,0.0,,,
P26038_401_501,0.554,P26038,101,,0.0,,,0.0,,,
P26045_1_30,0.585,P26045,30,,0.0,,,0.0,,,
P26045_585_636,0.524,P26045,52,,0.0,,,0.0,,,
P26045_304_516,0.487,P26045,213,,0.0,,,0.0,,,
P26196_1_77,0.559,P26196,77,,0.0,,,0.0,,,
P26232_898_953,0.552,P26232,56,,0.0,,,0.0,,,
P26232_790_863,0.553,P26232,74,,0.0,,,0.0,,,
P26232_627_675,0.557,P26232,49,,0.0,,,0.0,,,
P26232_1_59,0.568,P26232,59,,0.0,,,0.0,,,
P26358_84_358,0.541,P26358,275,,0.0,,,0.0,,,
P26358_1104_1135,0.515,P26358,32,,0.0,,,0.0,,,
P26358_586_657,0.521,P26358,72,Zinc finger,11.0,"CXXC-type, Zinc finger",,0.1527777777777778,Zinc finger,,Zinc finger
P26367_137_209,0.516,P26367,73,,0.0,,,0.0,,,
P26367_274_422,0.489,P26367,149,,0.0,,,0.0,,,
P26368_331_377,0.564,P26368,47,,0.0,,,0.0,,,
P26368_1_142,0.501,P26368,142,,0.0,,,0.0,,,
P26371_1_169,0.535,P26371,169,,0.0,,,0.0,,,
P26374_107_218,0.559,P26374,112,,0.0,,,0.0,,,
P26374_615_656,0.603,P26374,42,,0.0,,,0.0,,,
P26378_215_305,0.517,P26378,91,,0.0,,,0.0,,,
P26378_1_50,0.556,P26378,50,,0.0,,,0.0,,,
P26436_1_184,0.531,P26436,184,,0.0,,,0.0,,,
P26440_1_37,0.556,P26440,37,,0.0,,,0.0,,,
P26572_1_102,0.522,P26572,102,,0.0,,,0.0,,,
P26583_163_209,0.13,P26583,47,,0.0,,,0.0,,,
P26599_1_63,0.542,P26599,63,,0.0,,,0.0,,,
P26599_274_341,0.564,P26599,68,,0.0,,,0.0,,,
P26599_140_187,0.562,P26599,48,,0.0,,,0.0,,,
P26639_1_48,0.571,P26639,48,,0.0,,,0.0,,,
P26640_206_281,0.54,P26640,76,,0.0,,,0.0,,,
P26641_218_282,0.541,P26641,65,,0.0,,,0.0,,,
P26651_1_99,0.537,P26651,99,,0.0,,,0.0,,,
P26651_172_326,0.508,P26651,155,,0.0,,,0.0,,,
P26715_1_113,0.517,P26715,113,,0.0,,,0.0,,,
P26717_1_110,0.543,P26717,110,,0.0,,,0.0,,,
P26718_1_55,0.532,P26718,55,,0.0,,,0.0,,,
P26842_126_260,0.508,P26842,135,,0.0,,,0.0,,,
P26927_444_486,0.533,P26927,43,,0.0,,,0.0,,,
P26951_333_378,0.552,P26951,46,,0.0,,,0.0,,,
P26992_305_372,0.551,P26992,68,,0.0,,,0.0,,,
P27037_116_196,0.512,P27037,81,,0.0,,,0.0,,,
P27037_1_33,0.55,P27037,33,,0.0,,,0.0,,,
P27105_1_30,0.569,P27105,30,,0.0,,,0.0,,,
P27361_1_31,0.581,P27361,31,,0.0,,,0.0,,,
P27448_365_659,0.517,P27448,295,,0.0,,,0.0,,,
P27448_1_54,0.532,P27448,54,,0.0,,,0.0,,,
P27539_1_105,0.52,P27539,105,,0.0,,,0.0,,,
P27540_461_789,0.509,P27540,329,,0.0,,,0.0,,,
P27540_228_351,0.515,P27540,124,,0.0,,,0.0,,,
P27540_1_85,0.544,P27540,85,,0.0,,,0.0,,,
P27544_321_350,0.553,P27544,30,,0.0,,,0.0,,,
P27658_309_615,0.527,P27658,307,,0.0,,,0.0,,,
P27658_1_308,0.525,P27658,308,,0.0,,,0.0,,,
P27694_116_186,0.551,P27694,71,,0.0,,,0.0,,,
P27695_1_43,0.546,P27695,43,,0.0,,,0.0,,,
P27708_1807_1926,0.538,P27708,120,,0.0,,,0.0,,,
P27815_288_349,0.549,P27815,62,,0.0,,,0.0,,,
P27815_1_228,0.487,P27815,228,,0.0,,,0.0,,,
P27815_684_886,0.563,P27815,203,,0.0,,,0.0,,,
P27816_1_384,0.56,P27816,384,,0.0,,,0.0,,,
P27816_769_1152,0.533,P27816,384,,0.0,,,0.0,,,
P27816_385_768,0.531,P27816,384,,0.0,,,0.0,,,
P27824_1_63,0.525,P27824,63,,0.0,,,0.0,,,
P27824_499_592,0.491,P27824,94,,0.0,,,0.0,,,
P27930_369_398,0.562,P27930,30,,0.0,,,0.0,,,
P27986_82_119,0.555,P27986,38,,0.0,,,0.0,,,
P27986_288_331,0.56,P27986,44,,0.0,,,0.0,,,
P27987_339_675,0.5,P27987,337,,0.0,,,0.0,,,
P27987_1_338,0.513,P27987,338,,0.0,,,0.0,,,
P28039_1_41,0.55,P28039,41,,0.0,,,0.0,,,
P28062_1_58,0.525,P28062,58,,0.0,,,0.0,,,
P28067_1_33,0.565,P28067,33,,0.0,,,0.0,,,
P28069_1_124,0.538,P28069,124,,0.0,,,0.0,,,
P28070_1_44,0.535,P28070,44,,0.0,,,0.0,,,
P28074_1_57,0.538,P28074,57,,0.0,,,0.0,,,
P28221_1_31,0.573,P28221,31,,0.0,,,0.0,,,
P28221_227_288,0.535,P28221,62,,0.0,,,0.0,,,
P28222_239_297,0.557,P28222,59,,0.0,,,0.0,,,
P28222_1_40,0.551,P28222,40,,0.0,,,0.0,,,
P28223_273_312,0.562,P28223,40,,0.0,,,0.0,,,
P28223_1_71,0.551,P28223,71,,0.0,,,0.0,,,
P28223_409_471,0.549,P28223,63,,0.0,,,0.0,,,
P28288_1_64,0.574,P28288,64,,0.0,,,0.0,,,
P28288_403_432,0.566,P28288,30,,0.0,,,0.0,,,
P28290_1_181,0.476,P28290,181,,0.0,,,0.0,,,
P28290_609_957,0.49,P28290,349,,0.0,,,0.0,,,
P28290_259_608,0.536,P28290,350,,0.0,,,0.0,,,
P28290_1031_1259,0.516,P28290,229,,0.0,,,0.0,,,
P28300_1_209,0.479,P28300,209,,0.0,,,0.0,,,
P28324_94_431,0.523,P28324,338,,0.0,,,0.0,,,
P28328_215_248,0.561,P28328,34,,0.0,,,0.0,,,
P28329_1_131,0.531,P28329,131,,0.0,,,0.0,,,
P28330_1_35,0.565,P28330,35,,0.0,,,0.0,,,
P28331_1_31,0.595,P28331,31,,0.0,,,0.0,,,
P28335_387_458,0.532,P28335,72,,0.0,,,0.0,,,
P28335_1_54,0.534,P28335,54,,0.0,,,0.0,,,
P28335_248_300,0.499,P28335,53,,0.0,,,0.0,,,
P28336_1_39,0.546,P28336,39,,0.0,,,0.0,,,
P28336_337_390,0.526,P28336,54,,0.0,,,0.0,,,
P28340_1_79,0.483,P28340,79,,0.0,,,0.0,,,
P28347_114_202,0.551,P28347,89,,0.0,,,0.0,,,
P28347_1_48,0.587,P28347,48,,0.0,,,0.0,,,
P28356_1_279,0.523,P28356,279,,0.0,,,0.0,,,
P28358_1_262,0.524,P28358,262,,0.0,,,0.0,,,
P28360_247_303,0.533,P28360,57,,0.0,,,0.0,,,
P28360_1_163,0.538,P28360,163,,0.0,,,0.0,,,
P28370_358_390,0.572,P28370,33,,0.0,,,0.0,,,
P28370_641_671,0.554,P28370,31,,0.0,,,0.0,,,
P28370_1_166,0.51,P28370,166,,0.0,,,0.0,,,
P28370_707_783,0.542,P28370,77,,0.0,,,0.0,,,
P28472_1_31,0.552,P28472,31,,0.0,,,0.0,,,
P28472_348_446,0.522,P28472,99,,0.0,,,0.0,,,
P28476_358_442,0.524,P28476,85,,0.0,,,0.0,,,
P28476_1_57,0.567,P28476,57,,0.0,,,0.0,,,
P28562_136_169,0.551,P28562,34,,0.0,,,0.0,,,
P28562_311_367,0.551,P28562,57,,0.0,,,0.0,,,
P28566_217_286,0.522,P28566,70,,0.0,,,0.0,,,
P28676_1_56,0.528,P28676,56,,0.0,,,0.0,,,
P28698_1_47,0.519,P28698,47,,0.0,,,0.0,,,
P28698_115_363,0.492,P28698,249,Domain,10.0,SCAN box,,0.0401606425702811,SCAN box,,SCAN box
P28698_457_494,0.566,P28698,38,,0.0,,,0.0,,,
P28702_292_336,0.581,P28702,45,,0.0,,,0.0,,,
P28702_1_203,0.518,P28702,203,,0.0,,,0.0,,,
P28715_119_185,0.53,P28715,67,,0.0,,,0.0,,,
P28715_986_1186,0.482,P28715,201,,0.0,,,0.0,,,
P28715_258_740,0.557,P28715,483,,0.0,,,0.0,,,
P28749_884_928,0.549,P28749,45,,0.0,,,0.0,,,
P28749_968_1068,0.531,P28749,101,,0.0,,,0.0,,,
P28749_592_787,0.526,P28749,196,,0.0,,,0.0,,,
P28749_329_380,0.554,P28749,52,,0.0,,,0.0,,,
P28799_1_63,0.545,P28799,63,,0.0,,,0.0,,,
P28799_488_525,0.575,P28799,38,,0.0,,,0.0,,,
P28827_717_884,0.524,P28827,168,,0.0,,,0.0,,,
P28838_1_35,0.58,P28838,35,,0.0,,,0.0,,,
P28906_316_385,0.547,P28906,70,,0.0,,,0.0,,,
P28906_1_174,0.513,P28906,174,,0.0,,,0.0,,,
P28908_302_595,0.472,P28908,294,,0.0,,,0.0,,,
P28908_153_246,0.543,P28908,94,,0.0,,,0.0,,,
P29074_596_642,0.583,P29074,47,,0.0,,,0.0,,,
P29074_353_518,0.513,P29074,166,,0.0,,,0.0,,,
P29083_191_398,0.57,P29083,208,,0.0,,,0.0,,,
P29084_241_291,0.524,P29084,51,,0.0,,,0.0,,,
P29084_1_130,0.536,P29084,130,,0.0,,,0.0,,,
P29120_606_753,0.501,P29120,148,,0.0,,,0.0,,,
P29122_934_969,0.533,P29122,36,,0.0,,,0.0,,,
P29122_635_699,0.552,P29122,65,,0.0,,,0.0,,,
P29122_1_68,0.553,P29122,68,,0.0,,,0.0,,,
P29144_1134_1165,0.606,P29144,32,,0.0,,,0.0,,,
P29144_995_1025,0.584,P29144,31,,0.0,,,0.0,,,
P29274_309_412,0.532,P29274,104,,0.0,,,0.0,,,
P29279_162_199,0.581,P29279,38,,0.0,,,0.0,,,
P29317_520_598,0.529,P29317,79,,0.0,,,0.0,,,
P29317_1_33,0.571,P29317,33,,0.0,,,0.0,,,
P29317_881_916,0.561,P29317,36,,0.0,,,0.0,,,
P29320_530_604,0.527,P29320,75,,0.0,,,0.0,,,
P29320_887_983,0.534,P29320,97,,0.0,,,0.0,,,
P29320_1_33,0.556,P29320,33,,0.0,,,0.0,,,
P29322_898_941,0.537,P29322,44,,0.0,,,0.0,,,
P29322_540_637,0.503,P29322,98,,0.0,,,0.0,,,
P29322_1_36,0.545,P29322,36,,0.0,,,0.0,,,
P29323_970_1055,0.535,P29323,86,,0.0,,,0.0,,,
P29323_885_920,0.543,P29323,36,,0.0,,,0.0,,,
P29323_529_603,0.548,P29323,75,,0.0,,,0.0,,,
P29323_761_794,0.545,P29323,34,Domain,33.0,Protein kinase,,0.9705882352941176,Protein kinase,,Protein kinase
P29350_527_595,0.57,P29350,69,,0.0,,,0.0,,,
P29353_1_148,0.512,P29353,148,,0.0,,,0.0,,,
P29353_314_482,0.524,P29353,169,Domain,25.0,PID,,0.1479289940828402,PID,,PID
P29371_1_81,0.54,P29371,81,,0.0,,,0.0,,,
P29371_383_465,0.51,P29371,83,,0.0,,,0.0,,,
P29372_1_80,0.545,P29372,80,,0.0,,,0.0,,,
P29374_904_1176,0.486,P29374,273,,0.0,,,0.0,,,
P29374_114_173,0.519,P29374,60,,0.0,,,0.0,,,
P29374_271_310,0.641,P29374,40,,0.0,,,0.0,,,
P29374_630_903,0.502,P29374,274,,0.0,,,0.0,,,
P29374_404_577,0.53,P29374,174,,0.0,,,0.0,,,
P29374_1225_1257,0.588,P29374,33,,0.0,,,0.0,,,
P29375_1292_1440,0.493,P29375,149,,0.0,,,0.0,,,
P29375_1654_1690,0.554,P29375,37,,0.0,,,0.0,,,
P29375_1082_1127,0.443,P29375,46,,0.0,,,0.0,,,
P29375_167_300,0.502,P29375,134,,0.0,,,0.0,,,
P29375_1470_1618,0.511,P29375,149,Zinc finger,11.0,"PHD-type 3, Zinc finger",,0.0738255033557047,Zinc finger,,Zinc finger
P29376_1_71,0.526,P29376,71,,0.0,,,0.0,,,
P29376_399_506,0.518,P29376,108,,0.0,,,0.0,,,
P29376_788_864,0.519,P29376,77,,0.0,,,0.0,,,
P29400_487_971,0.512,P29400,485,,0.0,,,0.0,,,
P29400_972_1456,0.517,P29400,485,,0.0,,,0.0,,,
P29400_1_486,0.526,P29400,486,,0.0,,,0.0,,,
P29459_83_116,0.571,P29459,34,,0.0,,,0.0,,,
P29459_1_33,0.55,P29459,33,,0.0,,,0.0,,,
P29466_283_326,0.56,P29466,44,,0.0,,,0.0,,,
P29466_83_134,0.554,P29466,52,,0.0,,,0.0,,,
P29474_589_646,0.533,P29474,58,,0.0,,,0.0,,,
P29474_1166_1203,0.548,P29474,38,,0.0,,,0.0,,,
P29474_477_522,0.587,P29474,46,,0.0,,,0.0,,,
P29474_1_109,0.544,P29474,109,,0.0,,,0.0,,,
P29475_837_884,0.536,P29475,48,,0.0,,,0.0,,,
P29475_722_761,0.607,P29475,40,,0.0,,,0.0,,,
P29475_116_314,0.543,P29475,199,,0.0,,,0.0,,,
P29536_1_318,0.525,P29536,318,,0.0,,,0.0,,,
P29536_490_570,0.576,P29536,81,,0.0,,,0.0,,,
P29558_220_406,0.488,P29558,187,,0.0,,,0.0,,,
P29558_1_58,0.521,P29558,58,,0.0,,,0.0,,,
P29590_838_882,0.557,P29590,45,,0.0,,,0.0,,,
P29590_381_611,0.524,P29590,231,,0.0,,,0.0,,,
P29590_1_56,0.573,P29590,56,,0.0,,,0.0,,,
P29597_1_31,0.58,P29597,31,,0.0,,,0.0,,,
P29597_279_380,0.52,P29597,102,,0.0,,,0.0,,,
P29597_607_642,0.548,P29597,36,Domain,35.0,Protein kinase 1,,0.9722222222222222,Protein kinase,,Protein kinase
P29597_864_895,0.564,P29597,32,Domain,11.0,Protein kinase 1,,0.34375,Protein kinase,,Protein kinase
P29622_1_50,0.552,P29622,50,,0.0,,,0.0,,,
P29692_116_185,0.53,P29692,70,,0.0,,,0.0,,,
P29728_682_719,0.541,P29728,38,,0.0,,,0.0,,,
P29965_62_120,0.556,P29965,59,,0.0,,,0.0,,,
P29966_1_332,0.561,P29966,332,,0.0,,,0.0,,,
P29973_1_154,0.508,P29973,154,,0.0,,,0.0,,,
P30040_1_36,0.557,P30040,36,,0.0,,,0.0,,,
P30044_1_51,0.547,P30044,51,,0.0,,,0.0,,,
P30048_1_60,0.565,P30048,60,,0.0,,,0.0,,,
P30049_1_32,0.556,P30049,32,,0.0,,,0.0,,,
P30050_1_165,0.511,P30050,165,,0.0,,,0.0,,,
P30084_1_30,0.554,P30084,30,,0.0,,,0.0,,,
P30154_1_31,0.593,P30154,31,,0.0,,,0.0,,,
P30203_1_47,0.533,P30203,47,,0.0,,,0.0,,,
P30203_366_668,0.532,P30203,303,,0.0,,,0.0,,,
P30260_769_824,0.581,P30260,56,,0.0,,,0.0,,,
P30260_167_455,0.498,P30260,289,,0.0,,,0.0,,,
P30273_56_86,0.573,P30273,31,,0.0,,,0.0,,,
P30281_257_292,0.57,P30281,36,,0.0,,,0.0,,,
P30291_1_295,0.409,P30291,295,,0.0,,,0.0,,,
P30291_616_646,0.548,P30291,31,,0.0,,,0.0,,,
P30304_1_331,0.485,P30304,331,,0.0,,,0.0,,,
P30305_1_381,0.486,P30305,381,,0.0,,,0.0,,,
P30307_1_277,0.502,P30307,277,,0.0,,,0.0,,,
P30405_1_41,0.556,P30405,41,,0.0,,,0.0,,,
P30411_1_54,0.546,P30411,54,,0.0,,,0.0,,,
P30411_354_391,0.548,P30411,38,,0.0,,,0.0,,,
P30414_177_605,0.527,P30414,429,,0.0,,,0.0,,,
P30414_606_1034,0.499,P30414,429,,0.0,,,0.0,,,
P30414_1035_1462,0.256,P30414,428,,0.0,,,0.0,,,
P30419_1_103,0.513,P30419,103,,0.0,,,0.0,,,
P30518_236_266,0.558,P30518,31,,0.0,,,0.0,,,
P30518_338_371,0.553,P30518,34,,0.0,,,0.0,,,
P30518_1_37,0.562,P30518,37,,0.0,,,0.0,,,
P30519_247_316,0.514,P30519,70,,0.0,,,0.0,,,
P30530_809_894,0.565,P30530,86,,0.0,,,0.0,,,
P30530_1_41,0.527,P30530,41,Domain,14.0,Ig-like C2-type 1,,0.3414634146341463,Ig-like,,Ig-like
P30530_416_524,0.506,P30530,109,Domain,12.0,Fibronectin type-III 2,,0.110091743119266,Fibronectin,,Fibronectin
P30531_1_42,0.571,P30531,42,,0.0,,,0.0,,,
P30532_355_397,0.54,P30532,43,,0.0,,,0.0,,,
P30532_1_44,0.555,P30532,44,,0.0,,,0.0,,,
P30533_1_52,0.572,P30533,52,,0.0,,,0.0,,,
P30533_119_153,0.558,P30533,35,,0.0,,,0.0,,,
P30536_1_169,0.44,P30536,169,,0.0,,,0.0,,,
P30550_336_384,0.536,P30550,49,,0.0,,,0.0,,,
P30550_1_41,0.554,P30550,41,,0.0,,,0.0,,,
P30556_310_359,0.534,P30556,50,,0.0,,,0.0,,,
P30559_1_38,0.564,P30559,38,,0.0,,,0.0,,,
P30559_343_389,0.552,P30559,47,,0.0,,,0.0,,,
P30613_1_57,0.55,P30613,57,,0.0,,,0.0,,,
P30622_1_60,0.531,P30622,60,,0.0,,,0.0,,,
P30622_125_214,0.554,P30622,90,,0.0,,,0.0,,,
P30622_1287_1438,0.553,P30622,152,Zinc finger,17.0,"CCHC-type, Zinc finger",,0.1118421052631579,Zinc finger,,Zinc finger
P30622_1176_1213,0.593,P30622,38,,0.0,,,0.0,,,
P30622_278_361,0.563,P30622,84,,0.0,,,0.0,,,
P30622_521_557,0.564,P30622,37,,0.0,,,0.0,,,
P30622_791_831,0.578,P30622,41,,0.0,,,0.0,,,
P30622_1083_1121,0.572,P30622,39,,0.0,,,0.0,,,
P30626_1_33,0.557,P30626,33,,0.0,,,0.0,,,
P30793_1_55,0.572,P30793,55,,0.0,,,0.0,,,
P30825_430_489,0.528,P30825,60,,0.0,,,0.0,,,
P30872_338_391,0.541,P30872,54,,0.0,,,0.0,,,
P30872_1_55,0.551,P30872,55,,0.0,,,0.0,,,
P30874_1_40,0.586,P30874,40,,0.0,,,0.0,,,
P30874_328_369,0.579,P30874,42,,0.0,,,0.0,,,
P30926_345_421,0.549,P30926,77,,0.0,,,0.0,,,
P30939_224_275,0.56,P30939,52,,0.0,,,0.0,,,
P30988_1_45,0.53,P30988,45,,0.0,,,0.0,,,
P30988_422_474,0.562,P30988,53,,0.0,,,0.0,,,
P30989_1_52,0.557,P30989,52,,0.0,,,0.0,,,
P30989_377_418,0.504,P30989,42,,0.0,,,0.0,,,
P30990_1_170,0.487,P30990,170,,0.0,,,0.0,,,
P31040_1_48,0.583,P31040,48,,0.0,,,0.0,,,
P31152_333_587,0.524,P31152,255,,0.0,,,0.0,,,
P31249_1_193,0.509,P31249,193,,0.0,,,0.0,,,
P31249_260_432,0.522,P31249,173,,0.0,,,0.0,,,
P31260_1_331,0.509,P31260,331,,0.0,,,0.0,,,
P31267_1_146,0.506,P31267,146,,0.0,,,0.0,,,
P31268_1_121,0.52,P31268,121,,0.0,,,0.0,,,
P31268_193_230,0.639,P31268,38,,0.0,,,0.0,,,
P31269_1_198,0.546,P31269,198,,0.0,,,0.0,,,
P31270_1_239,0.521,P31270,239,,0.0,,,0.0,,,
P31271_1_320,0.51,P31271,320,,0.0,,,0.0,,,
P31273_1_142,0.507,P31273,142,,0.0,,,0.0,,,
P31274_1_184,0.52,P31274,184,,0.0,,,0.0,,,
P31275_1_209,0.512,P31275,209,,0.0,,,0.0,,,
P31276_1_258,0.506,P31276,258,,0.0,,,0.0,,,
P31277_1_264,0.537,P31277,264,,0.0,,,0.0,,,
P31314_297_330,0.566,P31314,34,,0.0,,,0.0,,,
P31314_1_196,0.491,P31314,196,,0.0,,,0.0,,,
P31321_66_97,0.488,P31321,32,,0.0,,,0.0,,,
P31323_41_117,0.508,P31323,77,,0.0,,,0.0,,,
P31327_1_46,0.594,P31327,46,,0.0,,,0.0,,,
P31350_346_389,0.552,P31350,44,,0.0,,,0.0,,,
P31350_1_70,0.563,P31350,70,,0.0,,,0.0,,,
P31358_1_61,0.52,P31358,61,,0.0,,,0.0,,,
P31371_1_53,0.545,P31371,53,,0.0,,,0.0,,,
P31391_1_46,0.565,P31391,46,,0.0,,,0.0,,,
P31391_324_388,0.521,P31391,65,,0.0,,,0.0,,,
P31415_1_36,0.558,P31415,36,,0.0,,,0.0,,,
P31431_1_138,0.548,P31431,138,,0.0,,,0.0,,,
P31483_283_386,0.505,P31483,104,,0.0,,,0.0,,,
P31512_509_558,0.527,P31512,50,,0.0,,,0.0,,,
P31629_242_631,0.501,P31629,390,,0.0,,,0.0,,,
P31629_632_1021,0.506,P31629,390,,0.0,,,0.0,,,
P31629_1412_1801,0.484,P31629,390,,0.0,,,0.0,,,
P31629_1849_2147,0.216,P31629,299,,0.0,,,0.0,,,
P31629_2148_2446,0.528,P31629,299,,0.0,,,0.0,,,
P31629_1022_1411,0.505,P31629,390,,0.0,,,0.0,,,
P31629_1_192,0.536,P31629,192,,0.0,,,0.0,,,
P31639_1_31,0.601,P31639,31,,0.0,,,0.0,,,
P31639_569_637,0.551,P31639,69,,0.0,,,0.0,,,
P31641_1_39,0.569,P31641,39,,0.0,,,0.0,,,
P31641_586_620,0.556,P31641,35,,0.0,,,0.0,,,
P31644_1_45,0.559,P31644,45,,0.0,,,0.0,,,
P31644_362_422,0.569,P31644,61,,0.0,,,0.0,,,
P31645_1_82,0.565,P31645,82,,0.0,,,0.0,,,
P31689_66_102,0.546,P31689,37,,0.0,,,0.0,,,
P31689_367_397,0.553,P31689,31,,0.0,,,0.0,,,
P31749_441_480,0.573,P31749,40,,0.0,,,0.0,,,
P31749_112_151,0.582,P31749,40,,0.0,,,0.0,,,
P31751_442_481,0.554,P31751,40,,0.0,,,0.0,,,
P31751_108_153,0.562,P31751,46,,0.0,,,0.0,,,
P31785_1_55,0.537,P31785,55,,0.0,,,0.0,,,
P31785_295_369,0.537,P31785,75,,0.0,,,0.0,,,
P31930_1_38,0.576,P31930,38,,0.0,,,0.0,,,
P31937_1_39,0.587,P31937,39,,0.0,,,0.0,,,
P31942_89_199,0.465,P31942,111,,0.0,,,0.0,,,
P31942_264_346,0.492,P31942,83,,0.0,,,0.0,,,
P31943_354_449,0.537,P31943,96,,0.0,,,0.0,,,
P31943_182_295,0.493,P31943,114,,0.0,,,0.0,,,
P31948_180_219,0.584,P31948,40,,0.0,,,0.0,,,
P31994_250_310,0.554,P31994,61,,0.0,,,0.0,,,
P31994_1_39,0.538,P31994,39,,0.0,,,0.0,,,
P31995_1_39,0.528,P31995,39,,0.0,,,0.0,,,
P31995_252_323,0.532,P31995,72,,0.0,,,0.0,,,
P31997_320_349,0.558,P31997,30,,0.0,,,0.0,,,
P31997_1_32,0.534,P31997,32,,0.0,,,0.0,,,
