,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
protein kinase A regulatory subunit binding,1.6469520754009705,0.08720520243178578,0.8682043142107845,2.937501284345674,"[0.7787477611901861, 1.2905492089447033]",False,0.20254111532543795
ribonucleoprotein complex binding,1.6532802352698337,0.003946301201416839,1.163024043022723,2.3074052813286854,"[0.4902561922471107, 0.6541250460588517]",True,0.023677807208501035
GTP binding,1.6729361678863905,0.0003859883761783339,1.254319976290753,2.204433548997575,"[0.41861619159563745, 0.5314973811111843]",True,0.0029776246162328615
heme binding,1.675134351505872,0.05817332803551074,0.9389073367612769,2.8428519028950108,"[0.7362270147445952, 1.1677175513891387]",False,0.15139082958638939
ATPase binding,1.7287681957444552,0.02072919930041681,1.0650235484464066,2.7111979754286226,"[0.6637446472980486, 0.9824297796841674]",False,0.07855275524368475
lipopolysaccharide binding,1.761630761910225,0.12809086099289285,0.7819484898548337,3.607728011838279,"[0.9796822720553913, 1.8460972499280541]",False,0.2674623753635685
kinesin binding,1.7729839749498097,0.02169520942189632,1.0665762229699578,2.838974134261812,"[0.706407751979852, 1.0659901593120025]",False,0.08079595232982077
tau protein binding,1.7740077624221051,0.03598586395096803,0.991346749851077,3.022457187950139,"[0.7826610125710282, 1.248449425528034]",False,0.10947812131562105
collagen binding,1.7897433267116851,0.009189084073453011,1.1333214597566517,2.742695376675402,"[0.6564218669550335, 0.9529520499637167]",True,0.043148742605779354
Hsp90 protein binding,1.8271364866459698,0.0479968755669864,0.9574470138683928,3.285104480512094,"[0.869689472777577, 1.4579679938661243]",False,0.13535192367021695
NF-kappaB binding,1.841315416612503,0.09088664462610921,0.851137489583454,3.661369033027713,"[0.9901779270290489, 1.8200536164152101]",False,0.20664752883410092
neutral L-amino acid transmembrane transporter activity,1.8757034221892217,0.04093074043803322,0.9564039122675481,3.4513129472873127,"[0.9192995099216736, 1.575609525098091]",False,0.12002952357479607
protein serine/threonine phosphatase activity,1.8796787009671883,0.00521236248299413,1.1876892303891757,2.8882675237339734,"[0.6919894705780125, 1.0085888227667852]",True,0.02814955499778993
protein phosphatase regulator activity,1.8855607087375035,0.002777560554163193,1.2299312165433294,2.8179365311534146,"[0.6556294921941741, 0.9323758224159111]",True,0.017141516562835704
tau-protein kinase activity,1.8886165699961646,0.08719989616705659,0.8714211240643442,3.765083278706905,"[1.0171954459318204, 1.8764667087107403]",False,0.20254111532543795
microtubule plus-end binding,1.898956108156053,0.025848864966481633,1.0373330077122258,3.3030927123370093,"[0.8616231004438273, 1.4041366041809562]",False,0.09005411020580698
RNA polymerase II general transcription initiation factor activity,1.9384071312203788,0.05609331173651117,0.8926953494378641,3.874788459183142,"[1.0457117817825146, 1.936381327962763]",False,0.14958216463069646
myosin phosphatase activity,1.9723815593178442,0.010520189050071677,1.1327960888909299,3.2928601640972643,"[0.8395854704269143, 1.3204786047794201]",True,0.04734085072532255
plus-end-directed microtubule motor activity,2.0349790381616812,0.013901765115362785,1.1069988111629228,3.5593296949361837,"[0.9279802269987585, 1.5243506567745024]",False,0.06128125030445636
"4 iron, 4 sulfur cluster binding",2.0391900070817575,0.03139741447776464,1.0340255912548528,3.780538793508925,"[1.0051644158269046, 1.7413487864271677]",False,0.10596627386245566
ubiquitin binding,2.074898337646726,0.0001515693651435607,1.421884915001819,2.97161788880285,"[0.6530134226449069, 0.8967195511561243]",True,0.001259191648884966
ubiquitin conjugating enzyme activity,2.1152959430604867,0.03214410548012235,1.0051773948583658,4.140544102266442,"[1.110118548202121, 2.025248159205955]",False,0.10681733513394503
unfolded protein binding,2.145848577251332,0.0001510415560930032,1.4374746263099123,3.1378449787742095,"[0.7083739509414197, 0.9919964015228775]",True,0.001259191648884966
organic anion transmembrane transporter activity,2.160449464865372,3.4828272651180977e-08,1.6533929957752416,2.7978825623929358,"[0.5070564690901302, 0.6374330975275639]",True,5.373504923325065e-07
inward rectifier potassium channel activity,2.166856339034961,0.0411212256691431,0.9893109205537982,4.385165740840756,"[1.177545418481163, 2.2183094018057945]",False,0.12002952357479607
protein tyrosine/serine/threonine phosphatase activity,2.181764429917447,0.016157285656766378,1.101046338215344,4.071408151106857,"[1.0807180917021029, 1.88964372118941]",False,0.06843085689924584
R-SMAD binding,2.2326215509000953,0.02484144623005575,1.0168266007578528,4.534238974955158,"[1.2157949501422425, 2.3016174240550624]",False,0.08796315386380398
NAD+-protein ADP-ribosyltransferase activity,2.2330191663543544,0.027853394655312856,1.0566310431493213,4.397139628790941,"[1.176388123205033, 2.164120462436587]",False,0.09549735310392979
tRNA binding,2.235809673446702,0.005246973630347302,1.2541893050642454,3.8211104751223566,"[0.9816203683824567, 1.5853008016756545]",True,0.02814955499778993
amino acid transmembrane transporter activity,2.239416081872912,0.0005750266284249529,1.4029174771552257,3.4778553915498454,"[0.8364986047176861, 1.2384393096769335]",True,0.0042829569565444765
structural constituent of ribosome,2.438213508049702,0.005750053656123043,1.2825978735703787,4.413769634928331,"[1.1556156344793234, 1.9755561268786286]",True,0.028883990458664587
NAD+ ADP-ribosyltransferase activity,2.7182952243324348,0.002687342521823414,1.3842645361490336,5.081023710290922,"[1.3340306881834012, 2.3627284859584874]",True,0.017072528962172276
TBP-class protein binding,2.7228554207628535,0.005686029496263839,1.310082191410846,5.340784256286576,"[1.4127732293520074, 2.6179288355237227]",True,0.028883990458664587
disordered domain specific binding,2.875707777980852,0.0006683992979557115,1.5560375445255434,5.1127709759826345,"[1.3196702334553085, 2.2370631980017825]",True,0.004812474945281122
rRNA binding,3.6301704047982084,1.7657302359867477e-05,1.9935921740856175,6.428248230088908,"[1.636578230712591, 2.7980778252906995]",True,0.00018161796713006548
ATP-dependent protein folding chaperone,4.0282058982026525,1.6193218128517397e-05,2.1118203364328823,7.475373372171426,"[1.9163855617697703, 3.447167473968774]",True,0.0001748867557879879
bile acid transmembrane transporter activity,4.37568548128366,4.044762143406025e-05,2.120777189346747,8.765904975023009,"[2.254908291936913, 4.390219493739349]",True,0.0003971221013525916
sodium-independent organic anion transmembrane transporter activity,5.7568882303685385,4.4267347338572984e-07,2.887894379292024,11.361895836726221,"[2.8689938510765143, 5.605007606357683]",True,5.0324984342798755e-06
structural constituent of chromatin,11.22188736740299,3.661595683911331e-13,5.682683892555339,22.921159798693008,"[5.5392034748476515, 11.699272431290018]",True,1.9772616693121187e-11
collagen fibril binding,13.423412315152424,1.8370306177914245e-08,5.065173565440965,39.329848578336,"[8.35823874971146, 25.906436263183572]",True,3.052297026484213e-07
nucleosomal DNA binding,13.447516647010007,1.4835938229345607e-11,6.001073243149645,32.20197156995953,"[7.4464434038603615, 18.754454922949527]",True,4.577946653626645e-10
NADH dehydrogenase (ubiquinone) activity,18.441542243219253,1.4679423910275185e-07,5.460244451751759,79.4600413132778,"[12.981297791467494, 61.018499070058546]",True,1.8651503321290823e-06
