,OR,p_value,OR_errlow,OR_errhigh,asymmetric_err,BenjaminiHochberg,correctedP
axonemal dynein complex,1.4184868050259622,0.2013399276840826,0.7542530860902109,2.5011055005077107,"[0.6642337189357513, 1.0826186954817485]",False,0.4002038239554599
melanosome,1.4306148942644432,0.1342796917297439,0.8473672696375754,2.310726969937627,"[0.5832476246268679, 0.8801120756731837]",False,0.31116736256604116
dynein complex,1.4345925895024545,0.12386509988268929,0.881759426470814,2.2465994177059088,"[0.5528331630316405, 0.8120068282034543]",False,0.29266165756596196
nuclear chromosome,1.438032025625125,0.005776842116215281,1.102849378064432,1.854450160934596,"[0.33518264756069316, 0.4164181353094709]",True,0.03632141887483911
dendrite cytoplasm,1.4398671987361435,0.2581182444805629,0.6767771729410416,2.796722037556226,"[0.763090025795102, 1.3568548388200825]",False,0.4597988721042912
MLL1 complex,1.4442267149728945,0.23798109537586246,0.74818607637974,2.6010175795050072,"[0.6960406385931545, 1.1567908645321128]",False,0.4378125495082661
RNA polymerase II transcription regulator complex,1.4460244322979268,0.006987499879643444,1.1003926923720244,1.8780728402002826,"[0.34563173992590235, 0.4320484079023559]",True,0.04107286514619683
"chromosome, telomeric region",1.4478467132712547,0.032852709706175015,1.0101020250941815,2.032837433967012,"[0.43774468817707324, 0.5849907206957572]",False,0.11996216726042694
phagocytic vesicle,1.4548657522472024,0.05844223979209532,0.9590945407949328,2.146493991595857,"[0.49577121145226954, 0.6916282393486546]",False,0.19705611383519792
endoplasmic reticulum-Golgi intermediate compartment,1.4678785143527273,0.050355553829138804,0.9804373629162763,2.1414243628862986,"[0.48744115143645106, 0.6735458485335712]",False,0.17846600695327136
microtubule associated complex,1.4892961487146787,0.0033316002361410955,1.1348281823801851,1.9322114957986916,"[0.3544679663344936, 0.4429153470840128]",True,0.022303212691944557
histone deacetylase complex,1.4920099432237897,0.02652313120370186,1.030161113173432,2.114683291815543,"[0.4618488300503576, 0.6226733485917535]",False,0.10874613578246162
euchromatin,1.5140788920753498,0.11364609653341812,0.8819142896353134,2.4823954566723634,"[0.6321646024400365, 0.9683165645970135]",False,0.2871225260606854
peroxisome,1.528894302660537,0.06600845402359212,0.9373928608524867,2.4017182687859933,"[0.5915014418080503, 0.8728239661254562]",False,0.20559079205190353
motile cilium,1.5362119031180943,0.001394758534462292,1.1786017535083453,1.980970303810331,"[0.357610149609749, 0.4447584006922367]",True,0.010504275212669136
sperm flagellum,1.5404925417881246,0.010224312559942402,1.0912375715501963,2.1349963823061624,"[0.44925497023792826, 0.5945038405180378]",False,0.05450464359327053
mitochondrial membrane,1.5409446457780476,6.097599757473014e-05,1.2470913259127283,1.8913814221815026,"[0.29385331986531926, 0.35043677640345505]",True,0.0009796810277006643
M band,1.5440026771472823,0.1163735427336883,0.8536617818887449,2.6435096517606214,"[0.6903408952585375, 1.099506974613339]",False,0.2871225260606854
multivesicular body,1.5478273829524232,0.13272686578920986,0.8194946662063688,2.7448295527085813,"[0.7283327167460544, 1.1970021697561581]",False,0.3105550937398017
"chromosome, centromeric region",1.5602488269483232,0.0006583965533634687,1.206958811953635,1.9969415944721642,"[0.35329001499468826, 0.436692767523841]",True,0.006527531686564748
condensed chromosome,1.5624543824378025,0.00019015170569742587,1.2348633615500855,1.9606100279094232,"[0.3275910208877171, 0.39815564547162063]",True,0.002291328053653982
lateral plasma membrane,1.5731952196777166,0.0617960330580271,0.9634360663086123,2.474903817846991,"[0.6097591533691042, 0.9017085981692743]",False,0.20125464820249364
mitochondrion,1.5757247906573766,1.424222934473651e-11,1.3836129501233732,1.790539072231538,"[0.19211184053400343, 0.21481428157416138]",True,1.1441257573604997e-09
cis-Golgi network,1.578297721789005,0.02613816541567633,1.0300563982393223,2.3512836032593416,"[0.5482413235496828, 0.7729858814703365]",False,0.10874613578246162
ribonucleoprotein complex,1.5986743179250797,2.4308863860573615e-07,1.3403787144983443,1.8983367529722668,"[0.2582956034267354, 0.29966243504718704]",True,8.369194557711773e-06
specific granule lumen,1.6280799115460136,0.16132893018959468,0.7597007660388228,3.1946621194367304,"[0.8683791455071909, 1.5665822078907168]",False,0.3520609668414158
ubiquitin ligase complex,1.6629157687975828,0.00012390240326518436,1.2802352276974818,2.138373251590093,"[0.3826805411001011, 0.47545748279251]",True,0.0016589155103838573
smooth endoplasmic reticulum,1.6676141689186643,0.12233236371978413,0.8064989443926868,3.1851865833530897,"[0.8611152245259776, 1.5175724144344254]",False,0.29190197679671265
kinetochore,1.6682924370521865,0.0008547557754644105,1.2269633644025122,2.2367919145801154,"[0.44132907264967436, 0.5684994775279288]",True,0.0076294867365527
pericentriolar material,1.6704349413308215,0.09754569614386911,0.8344618421188873,3.1102051876739467,"[0.8359730992119342, 1.4397702463431252]",False,0.2532366723078207
axon cytoplasm,1.7056840286115553,0.01542843626623001,1.0832537571267031,2.604512542875066,"[0.6224302714848522, 0.8988285142635106]",False,0.07036616535873805
mitochondrial nucleoid,1.7708806528677814,0.085552650788348,0.8815224556608996,3.3132032577044273,"[0.8893581972068818, 1.5423226048366458]",False,0.2426995692670797
peroxisomal membrane,1.8448195442164872,0.05460448438789313,0.9159589946425634,3.4638016251044434,"[0.9288605495739238, 1.6189820808879563]",False,0.18799543910688918
heterochromatin,1.8512066266067955,0.0011972297685505459,1.2624901969834,2.6585097575171006,"[0.5887164296233955, 0.8073031309103051]",True,0.009572986909434408
Sin3 complex,1.8727537594984343,0.08840030243238689,0.8657717043122664,3.723356875875011,"[1.006982055186168, 1.8506031163765768]",False,0.2433370631375456
U2-type precatalytic spliceosome,1.9007741299379863,0.06498520058238255,0.9114933943490802,3.673623358969325,"[0.9892807355889062, 1.7728492290313387]",False,0.20559079205190353
catalytic step 2 spliceosome,1.9307153583252343,0.0032822221788188963,1.2196077071120712,2.9677468931654625,"[0.7111076512131631, 1.0370315348402281]",True,0.022303212691944557
ciliary rootlet,1.9455648711156825,0.07129265124624602,0.858451376119166,4.018956479531488,"[1.0871134949965167, 2.073391608415805]",False,0.21518943488133863
Cajal body,1.948848059790189,0.009478076126552798,1.1534183995759661,3.1691981047898268,"[0.7954296602142228, 1.2203500449996378]",False,0.05438610348807677
polysome,1.9656911535102395,0.02668685016082805,1.0266193279919793,3.550212574865405,"[0.9390718255182602, 1.5845214213551657]",False,0.10874613578246162
SNARE complex,1.97148099764998,0.052849508491868556,0.9080334216327439,3.940350135203894,"[1.0634475760172362, 1.9688691375539138]",False,0.18459031226870032
mitochondrial matrix,1.979571121456372,2.2327542317328902e-08,1.5659486072285085,2.4842962642886777,"[0.41362251422786356, 0.5047251428323056]",True,1.076187539695253e-06
nuclear inner membrane,1.982689298299267,0.02008778515442632,1.0591655201247794,3.5157928921711807,"[0.9235237781744876, 1.5331035938719138]",False,0.0864492182538704
autophagosome,2.0014834211909722,0.00017825010105211608,1.3877319052914738,2.834629572122276,"[0.6137515158994984, 0.8331461509313036]",True,0.002260961808082104
mitochondrial inner membrane,2.0268076925010146,2.2971935861176806e-07,1.557812604052687,2.6129979190248394,"[0.4689950884483276, 0.5861902265238248]",True,8.369194557711773e-06
pericentric heterochromatin,2.0694943235177883,0.012799014989433052,1.1259389260324655,3.6190916632727634,"[0.9435553974853228, 1.5495973397549752]",False,0.06374101472808814
SCF ubiquitin ligase complex,2.097334950811889,0.01612729793274855,1.1164238607781067,3.736843752039733,"[0.9809110900337821, 1.6395088012278443]",False,0.07197553336652594
telomerase holoenzyme complex,2.1282207425376454,0.058871536083544604,0.9323598833915165,4.442029115726945,"[1.1958608591461288, 2.3138083731892998]",False,0.19705611383519792
autophagosome membrane,2.272119491058982,0.010132815351204487,1.175101160107172,4.158323950460579,"[1.09701833095181, 1.886204459401597]",False,0.05450464359327053
transcription factor TFIID complex,2.331253478494727,0.011397680556328619,1.1383098442383062,4.479412780465518,"[1.192943634256421, 2.1481593019707907]",False,0.058443425831387175
anaphase-promoting complex,2.3486655871708737,0.02712270264792828,1.0202141744777582,4.963394732016582,"[1.3284514126931155, 2.614729144845708]",False,0.10874613578246162
Cul4-RING E3 ubiquitin ligase complex,2.6059412883761,0.006622720952756894,1.2607707561884356,5.0720991790194105,"[1.3451705321876644, 2.4661578906433106]",True,0.03990189374036029
U2-type catalytic step 2 spliceosome,2.7248870539889056,0.01040337595556201,1.1668811762401705,5.88066681747572,"[1.5580058777487351, 3.155779763486814]",False,0.05450464359327053
kinetochore microtubule,3.0291208535129788,0.002665056054044803,1.396522294497002,6.190390667499463,"[1.6325985590159768, 3.161269813986484]",True,0.01946298512196356
"preribosome, large subunit precursor",3.408164840932584,0.001231380058889903,1.5515362294876358,7.093736900897159,"[1.8566286114449484, 3.685572059964575]",True,0.009572986909434408
nucleosome,3.6423759141918,3.387761638752635e-10,2.4514005209637753,5.34607802778985,"[1.1909753932280247, 1.70370211359805]",True,2.0411263873484626e-08
cytosolic ribosome,3.8955010982603375,0.0005046099895297991,1.7454777510910848,8.298860309907711,"[2.1500233471692525, 4.403359211647373]",True,0.00552777306712189
dynein axonemal particle,4.812824393002311,0.00012088046908145835,2.095333848392372,10.703409019010673,"[2.7174905446099387, 5.890584626008362]",True,0.0016589155103838573
mitochondrial respiratory chain complex I,8.183868512235916,3.5898059083337943e-06,3.237744794216914,21.163700752304877,"[4.9461237180190025, 12.97983224006896]",True,7.864938399167677e-05
